0.000000000000000e+000	2.048293e+000
7.265570189235460e-008	2.043614e+000
2.179671056768470e-007	2.034359e+000
5.085899132460485e-007	2.016464e+000
9.085899132460582e-007	1.993700e+000
1.308589913246068e-006	1.974207e+000
1.708589913246078e-006	1.959321e+000
2.108589913246087e-006	1.949000e+000
2.259877064243829e-006	1.946715e+000
2.447679647808992e-006	1.945582e+000
2.630547573872306e-006	1.945864e+000
2.862481084325548e-006	1.948479e+000
3.238270773061117e-006	1.956988e+000
3.638270773061126e-006	1.970965e+000
4.038270773061136e-006	1.989662e+000
4.438270773061146e-006	2.011995e+000
4.838270773061155e-006	2.036560e+000
5.238270773061165e-006	2.061814e+000
5.638270773061175e-006	2.086169e+000
6.038270773061185e-006	2.108097e+000
6.438270773061194e-006	2.126218e+000
6.838270773061204e-006	2.139720e+000
7.151979881585974e-006	2.146791e+000
7.313860425454087e-006	2.148843e+000
7.472939003650347e-006	2.149592e+000
7.639941109872364e-006	2.149159e+000
7.877755447667847e-006	2.146303e+000
8.262883923724346e-006	2.137322e+000
8.662883923724355e-006	2.123055e+000
9.062883923724365e-006	2.104098e+000
9.462883923724375e-006	2.081585e+000
9.862883923724385e-006	2.056932e+000
1.026288392372439e-005	2.031688e+000
1.066288392372440e-005	2.007438e+000
1.106288392372441e-005	1.985707e+000
1.146288392372442e-005	1.967860e+000
1.186288392372443e-005	1.954634e+000
1.216131780777739e-005	1.948102e+000
1.232546434489661e-005	1.946128e+000
1.249355184710960e-005	1.945420e+000
1.264760332997557e-005	1.945900e+000
1.289021234808399e-005	1.948958e+000
1.328294101317958e-005	1.958333e+000
1.368294101317959e-005	1.972833e+000
1.408294101317960e-005	1.991999e+000
1.448294101317961e-005	2.014654e+000
1.488294101317962e-005	2.039375e+000
1.528294101317963e-005	2.064607e+000
1.568294101317964e-005	2.088765e+000
1.608294101317965e-005	2.110332e+000
1.648294101317966e-005	2.127953e+000
1.688294101317967e-005	2.140952e+000
1.716890080283480e-005	2.147060e+000
1.733488405266802e-005	2.148998e+000
1.749134425413986e-005	2.149636e+000
1.764678279285079e-005	2.149143e+000
1.788887845558061e-005	2.146107e+000
1.828079399045874e-005	2.136775e+000
1.868079399045875e-005	2.122300e+000
1.908079399045876e-005	2.103156e+000
1.948079399045877e-005	2.080516e+000
1.988079399045878e-005	2.055802e+000
2.028079399045879e-005	2.030569e+000
2.068079399045880e-005	2.006400e+000
2.108079399045881e-005	1.984815e+000
2.148079399045882e-005	1.967171e+000
2.188079399045883e-005	1.954147e+000
2.216809014369235e-005	1.947994e+000
2.233387718423305e-005	1.946048e+000
2.248921389524559e-005	1.945408e+000
2.264599095285922e-005	1.945896e+000
2.288759119088257e-005	1.948911e+000
2.327872185835288e-005	1.958202e+000
2.367872185835289e-005	1.972654e+000
2.407872185835290e-005	1.991776e+000
2.447872185835291e-005	2.014402e+000
2.487872185835292e-005	2.039108e+000
2.527872185835293e-005	2.064343e+000
2.567872185835294e-005	2.088521e+000
2.607872185835295e-005	2.110123e+000
2.647872185835296e-005	2.127791e+000
2.687872185835297e-005	2.140838e+000
2.716730752436170e-005	2.147034e+000
2.733290510968417e-005	2.148988e+000
2.748715712784359e-005	2.149631e+000
2.764522645483359e-005	2.149147e+000
2.788634835348253e-005	2.146152e+000
2.827672109195658e-005	2.136900e+000
2.867672109195659e-005	2.122472e+000
2.907672109195660e-005	2.103370e+000
2.947672109195661e-005	2.080759e+000
2.987672109195662e-005	2.056059e+000
3.027672109195663e-005	2.030823e+000
3.067672109195664e-005	2.006635e+000
3.107672109195665e-005	1.985017e+000
3.147672109195666e-005	1.967326e+000
3.187672109195667e-005	1.954256e+000
3.216655163610412e-005	1.948018e+000
3.233196620676480e-005	1.946057e+000
3.248517052360941e-005	1.945412e+000
3.264448802360359e-005	1.945892e+000
3.288514787266883e-005	1.948867e+000
3.327478837360991e-005	1.958081e+000
3.367478837360991e-005	1.972487e+000
3.407478837360992e-005	1.991569e+000
3.447478837360993e-005	2.014166e+000
3.487478837360994e-005	2.038859e+000
3.527478837360995e-005	2.064097e+000
3.567478837360996e-005	2.088293e+000
3.607478837360997e-005	2.109927e+000
3.647478837360998e-005	2.127640e+000
3.687478837360999e-005	2.140732e+000
3.716582124654194e-005	2.147011e+000
3.733105894776229e-005	2.148978e+000
3.748325085372499e-005	2.149626e+000
3.764377445845198e-005	2.149149e+000
3.788398779853985e-005	2.146193e+000
